OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Delivered,CompanyName,City,Country,FirstName,LastName
10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,True,Hungry Coyote Import Store,Elgin,USA,Janet,Leverling
10376,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,20.39,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Nancy,Davolio
10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Nancy,Davolio
10378,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,5.44,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Steven,Buchanan
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Andrew,Fuller
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Laura,Callahan
10381,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Janet,Leverling
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Margaret,Peacock
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Laura,Callahan
10384,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Janet,Leverling
10385,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,True,Split Rail Beer & Ale,Lander,USA,Nancy,Davolio
10386,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Anne,Dodsworth
10387,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,True,Sant  Gourmet,Stavern,Norway,Nancy,Davolio
10388,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Andrew,Fuller
10389,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Margaret,Peacock
10390,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Michael,Suyama
10391,DRACD,3,1996-12-23,1997-01-20,1996-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,True,Drachenblut Delikatessen,Aachen,Germany,Janet,Leverling
10392,PICCO,2,1996-12-24,1997-01-21,1997-01-01,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Andrew,Fuller
10393,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Nancy,Davolio
10394,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,True,Hungry Coyote Import Store,Elgin,USA,Nancy,Davolio
10395,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Michael,Suyama
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Nancy,Davolio
10397,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da sa de n. 58,Lisboa,,1756,Portugal,True,Princesa Isabel Vinhos,Lisboa,Portugal,Steven,Buchanan
10398,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Andrew,Fuller
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Laura,Callahan
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,True,Eastern Connection,London,UK,Nancy,Davolio
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Nancy,Davolio
10402,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Laura,Callahan
10403,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Margaret,Peacock
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Andrew,Fuller
10405,LINOD,1,1997-01-06,1997-02-03,1997-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Nancy,Davolio
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Robert,King
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Andrew,Fuller
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies gourmandes,"184, chauss e de Tournai",Lille,,59000,France,True,Folies gourmandes,Lille,France,Laura,Callahan
10409,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Oc ano Atl ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,True,Oc ano Atl ntico Ltda.,Buenos Aires,Argentina,Janet,Leverling
10410,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Janet,Leverling
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Anne,Dodsworth
10412,WARTH,8,1997-01-13,1997-02-10,1997-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Laura,Callahan
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Janet,Leverling
10414,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Andrew,Fuller
10415,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,True,Hungry Coyote Import Store,Elgin,USA,Janet,Leverling
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Laura,Callahan
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,True,Simons bistro,Kobenhavn,Denmark,Margaret,Peacock
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Margaret,Peacock
10419,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,True,Richter Supermarkt,Gen ve,Switzerland,Margaret,Peacock
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,True,Wellington Importadora,Resende,Brazil,Janet,Leverling
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Laura,Callahan
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,True,Franchi S.p.A.,Torino,Italy,Andrew,Fuller
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Michael,Suyama
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Robert,King
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Michael,Suyama
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,True,Galer a del gastr nomo,Barcelona,Spain,Margaret,Peacock
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Margaret,Peacock
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Robert,King
10429,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Janet,Leverling
10430,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Margaret,Peacock
10431,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Margaret,Peacock
10432,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,True,Split Rail Beer & Ale,Lander,USA,Janet,Leverling
10433,PRINI,3,1997-02-03,1997-03-03,1997-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da sa de n. 58,Lisboa,,1756,Portugal,True,Princesa Isabel Vinhos,Lisboa,Portugal,Janet,Leverling
10434,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Janet,Leverling
10435,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,True,Consolidated Holdings,London,UK,Laura,Callahan
10436,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Janet,Leverling
10437,WARTH,8,1997-02-05,1997-03-05,1997-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Laura,Callahan
10438,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,True,Toms Spezialit ten,M nster,Germany,Janet,Leverling
10439,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Michael,Suyama
10440,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Margaret,Peacock
10441,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Janet,Leverling
10442,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Janet,Leverling
10443,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Laura,Callahan
10444,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Janet,Leverling
10445,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Janet,Leverling
10446,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,True,Toms Spezialit ten,M nster,Germany,Michael,Suyama
10447,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Margaret,Peacock
10448,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,True,Rancho grande,Buenos Aires,Argentina,Margaret,Peacock
10449,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Janet,Leverling
10450,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Laura,Callahan
10451,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Margaret,Peacock
10452,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Laura,Callahan
10453,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Nancy,Davolio
10454,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Margaret,Peacock
10455,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Laura,Callahan
10456,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Laura,Callahan
10457,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.57,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Andrew,Fuller
10458,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Robert,King
10459,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Margaret,Peacock
10460,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Laura,Callahan
10461,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Nancy,Davolio
10462,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,True,Consolidated Holdings,London,UK,Andrew,Fuller
10463,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Steven,Buchanan
10464,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,True,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Margaret,Peacock
10465,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Nancy,Davolio
10466,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,True,Com rcio Mineiro,Sao Paulo,Brazil,Margaret,Peacock
10467,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Laura,Callahan
10468,KOENE,3,1997-03-07,1997-04-04,1997-03-12,3,44.12,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Janet,Leverling
10469,WHITC,1,1997-03-10,1997-04-07,1997-03-14,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Nancy,Davolio
10470,BONAP,4,1997-03-11,1997-04-08,1997-03-14,2,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Margaret,Peacock
10471,BSBEV,2,1997-03-11,1997-04-08,1997-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Andrew,Fuller
10472,SEVES,8,1997-03-12,1997-04-09,1997-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Laura,Callahan
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Nancy,Davolio
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas cl sicas,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,True,Pericles Comidas cl sicas,M xico D.F.,Mexico,Steven,Buchanan
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.52,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,True,Supr mes d lices,Charleroi,Belgium,Anne,Dodsworth
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Laura,Callahan
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da sa de n. 58,Lisboa,,1756,Portugal,True,Princesa Isabel Vinhos,Lisboa,Portugal,Steven,Buchanan
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Andrew,Fuller
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Janet,Leverling
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.35,Folies gourmandes,"184, chauss e de Tournai",Lille,,59000,France,True,Folies gourmandes,Lille,France,Michael,Suyama
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Laura,Callahan
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,True,Lazy K Kountry Store,Walla Walla,USA,Nancy,Davolio
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Robert,King
10484,BSBEV,3,1997-03-24,1997-04-21,1997-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Janet,Leverling
10485,LINOD,4,1997-03-25,1997-04-08,1997-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Margaret,Peacock
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Nancy,Davolio
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.07,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Andrew,Fuller
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Laura,Callahan
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Michael,Suyama
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Robert,King
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,True,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Laura,Callahan
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Janet,Leverling
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Margaret,Peacock
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,True,Com rcio Mineiro,Sao Paulo,Brazil,Margaret,Peacock
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,True,Laughing Bacchus Wine Cellars,Vancouver,Canada,Janet,Leverling
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.77,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,True,Tradi  o Hipermercados,Sao Paulo,Brazil,Robert,King
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Robert,King
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Laura,Callahan
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Margaret,Peacock
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Michael,Suyama
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,True,Blauer See Delikatessen,Mannheim,Germany,Anne,Dodsworth
